  1,  1
  2,  2
  3,  2
  4,  2
  5,  2
  6,  2
  7,  4
  8,  4
  9,  4
 10,  2
 11,  2
 12,  2
 13,  2
 14,  2
 15,  2
 16,  4
 17,  2
 18,  2
 19,  2
 20,  2
 21,  2
 22,  2
 23,  2
 24,  2
 25,  2
 26,  2
 27,  2
 28,  2
 29,  2
 30,  2
 31,  4
 32,  2
 33,  2
 34,  2
 35,  2
 36,  2
 37,  2
 38,  2
 39,  2
 40,  3
 41,  3
 42,  3
 43,  3
 44,  3
 45,  3
 46,  2
 47,  2
 48,  2
 49,  2
 50,  2
 51,  2
 52,  2
 53,  2
 54,  2
 55,  2
 56,  2
 57,  2
 58,  2
 59,  2
 60,  2
 61,  2
 62,  2
 63,  2
 64,  2
 65,  2
 66,  2
 67,  2
 68,  2
 69,  2
 70,  2
 71,  2
 72,  2
 73,  2
 74,  2
 75,  2
 76,  2
 77,  2
 78,  2
 79,  2
 80,  2
 81,  2
 82,  2
 83,  2
 84,  2
 85,  2
 86,  2
 87,  2
 88,  2
 89,  2
 90,  2
 91,  2
 92,  2
 93,  2
 94,  2
 95,  2
 96,  2
 97,  2
 98,  2
 99,  2
100,101
101,101
102,101
103,101
104,101
105,101
106,100
107,100
108,100
109,100
110,100
111,100
112,100
113,100
114,100
115,100
116,100
117,100
118,100
119,100
120,100
121,100
122,100
123,100
124,100
125,100
126,100
127,100
128,100
129,100
130,100
131,100
132,100
133,100
134,100
135,100
136,100
137,100
138,100
139,100
140,100
141,100
142,100
143,100
144,100
145,100
146,100
147,100
148,100
149,100
150,100
151,100
152,100
153,100
154,100
155,100
156,100
157,100
158,100
159,100
160,100
161,100
162,100
163,100
164,100
165,100
166,100
167,100
168,100
169,100
170,100
171,100
172,100
173,100
174,100
175,100
176,100
177,100
178,100
179,100
180, 21
181, 21
182, 21
183, 21
184, 21
185, 21
186, 21
187, 21
188, 21
189, 21
190, 21
191, 21
192, 21
193, 21
194, 21
195, 21
196, 21
197, 21
198, 21
199, 21
200, 22
201, 22
202, 22
203, 22
204, 22
205, 22
206, 22
207, 22
208, 22
209, 22
210, 22
211, 22
212, 22
213, 22
214, 22
215, 22
216, 22
217, 22
218, 22
219, 22
220, 22
221, 22
222, 22
223, 22
224, 22
225, 22
226, 22
227, 22
228, 22
229, 22
230, 22
231, 22
232, 22
233, 22
234, 22
235, 22
236, 22
237, 22
238, 22
239, 22
240, 22
241, 22
242, 22
243, 22
244, 22
245, 22
246, 22
247, 22
248, 22
249, 22
250, 22
251, 22
252, 22
253, 22
254, 22
255, 20
